stream,date,depth,depth_7day average
BVA,7/13/2017,3.727916667,3.794583334
BVA,7/14/2017,3.790416667,3.759940476
BVA,7/15/2017,3.7375,3.732916667
BVA,7/16/2017,3.642083333,3.709940476
BVA,7/17/2017,3.544166667,3.69077381
BVA,7/18/2017,3.548333333,3.672261905
BVA,7/19/2017,3.548333333,3.648392857
BVA,7/20/2017,3.522916667,3.619107143
BVA,7/21/2017,3.56125,3.586369048
BVA,7/22/2017,3.590416667,3.565357143
BVA,7/23/2017,3.48375,3.542738095
BVA,7/24/2017,3.431666667,3.526666667
BVA,7/25/2017,3.492083333,3.518630952
BVA,7/26/2017,3.59125,3.524761905
BVA,7/27/2017,3.565833333,3.530892857
BVA,7/28/2017,3.54,3.527857143
BVA,7/29/2017,3.54,3.520654762
MAR,5/1/2003,1.586666667,
MAR,5/2/2003,1.487916667,
MAR,5/3/2003,1.314583333,
MAR,5/4/2003,1.39875,
MAR,5/5/2003,1.479583333,
MAR,5/6/2003,1.3975,
MAR,5/7/2003,1.309166667,1.424880952
MAR,5/8/2003,1.294166667,1.383095238
MAR,5/9/2003,1.444166667,1.376845238
MAR,5/10/2003,1.640416667,1.423392857
MAR,5/11/2003,1.692083333,1.465297619
MAR,5/12/2003,1.774583333,1.507440476
MAR,5/13/2003,2.004166667,1.594107143
MAR,5/14/2003,2.035,1.697797619
MAR,5/15/2003,2.225,1.83077381
MAR,5/16/2003,2.6075,1.996964286
MAR,5/17/2003,2.520833333,2.122738095
MAR,5/18/2003,2.526666667,2.241964286
MAR,5/19/2003,2.664583333,2.369107143
MAR,5/20/2003,2.650833333,2.461488095
MAR,5/21/2003,2.650416667,2.549404762
MAR,5/22/2003,2.742083333,2.62327381
MAR,5/23/2003,2.995416667,2.678690476
MAR,5/24/2003,3.225416667,2.779345238
MAR,5/25/2003,3.280416667,2.88702381
MAR,5/26/2003,3.409166667,2.993392857
MAR,5/27/2003,3.730833333,3.147678571
MAR,5/28/2003,3.727,3.30147619
MAR,5/29/2003,3.873333333,3.463083333
MAR,5/30/2003,4.003333333,3.607071429
MAR,5/31/2003,4.0025,3.718083333
MAR,6/1/2003,3.882083333,3.804035714
MAR,6/2/2003,3.705416667,3.846357143
MAR,6/3/2003,3.51,3.814809524
MAR,6/4/2003,3.449583333,3.775178571
MAR,6/5/2003,3.447083333,3.714285714
MAR,6/6/2003,3.38625,3.626130952
MAR,6/7/2003,3.362916667,3.534761905
MAR,6/8/2003,3.228333333,3.441369048
MAR,6/9/2003,3.187916667,3.367440476
MAR,6/10/2003,3.132916667,3.313571429
MAR,6/11/2003,3.096666667,3.263154762
MAR,6/12/2003,2.958333333,3.193333333
MAR,6/13/2003,2.970416667,3.133928571
MAR,6/14/2003,3.015416667,3.084285714
MAR,6/15/2003,3.01875,3.054345238
MAR,6/16/2003,2.925416667,3.016845238
MAR,6/17/2003,2.93375,2.988392857
MAR,6/18/2003,2.78875,2.944404762
MAR,6/19/2003,2.59875,2.893035714
MAR,6/20/2003,2.545,2.832261905
MAR,6/21/2003,2.428333333,2.748392857
MAR,6/22/2003,2.379583333,2.657083333
MAR,6/23/2003,2.266666667,2.56297619
MAR,6/24/2003,2.31875,2.475119048
MAR,6/25/2003,2.49125,2.432619048
MAR,6/26/2003,2.467916667,2.413928571
MAR,6/27/2003,2.4,2.393214286
MAR,8/9/2003,1.192,2.216595238
MAR,8/10/2003,1.260416667,2.056714286
MAR,8/11/2003,1.181666667,1.901714286
MAR,8/12/2003,1.114166667,1.729630952
MAR,8/13/2003,1.1775,1.541952381
MAR,8/14/2003,1.243333333,1.367011905
MAR,8/15/2003,1.224166667,1.199035714
MAR,8/16/2003,1.162083333,1.194761905
MAR,8/17/2003,1.154583333,1.179642857
MAR,8/18/2003,1.146666667,1.174642857
MAR,8/19/2003,1.074583333,1.168988095
MAR,8/20/2003,1.085833333,1.155892857
MAR,8/21/2003,1.1125,1.137202381
MAR,8/22/2003,1.13875,1.125
MAR,8/23/2003,1.2675,1.140059524
MAR,8/24/2003,1.235,1.151547619
MAR,8/25/2003,1.220416667,1.162083333
MAR,8/26/2003,1.1075,1.166785714
MAR,8/27/2003,1.098333333,1.168571429
MAR,8/28/2003,1.092083333,1.165654762
MAR,8/29/2003,1.137916667,1.165535714
MAR,8/30/2003,1.182083333,1.153333333
MAR,8/31/2003,1.128333333,1.138095238
MAR,9/1/2003,1.1175,1.123392857
MAR,9/2/2003,1.155416667,1.130238095
MAR,9/3/2003,1.175,1.141190476
MAR,9/4/2003,1.121666667,1.145416667
MAR,9/5/2003,1.120416667,1.142916667
MAR,9/6/2003,1.07875,1.128154762
MAR,9/7/2003,0.910833333,1.097083333
MAR,9/8/2003,0.8825,1.063511905
MAR,9/9/2003,0.809166667,1.014047619
MAR,9/10/2003,1.02375,0.992440476
MAR,9/11/2003,1.129583333,0.993571429
MAR,9/12/2003,1.051666667,0.98375
MAR,9/13/2003,1.190416667,0.999702381
MAR,9/14/2003,1.075833333,1.02327381
MAR,9/15/2003,0.90875,1.02702381
MAR,9/16/2003,0.712916667,1.01327381
MAR,9/17/2003,0.94375,1.001845238
MAR,9/18/2003,1.094583333,0.996845238
MAR,9/19/2003,0.990416667,0.988095238
MAR,9/20/2003,1.009583333,0.962261905
MAR,9/21/2003,1.067916667,0.961130952
MAR,9/22/2003,1.045416667,0.980654762
MAR,9/23/2003,0.97875,1.018630952
MAR,9/24/2003,1.056666667,1.034761905
MAR,9/25/2003,1.09625,1.035
MAR,9/26/2003,1.11,1.052083333
MAR,9/27/2003,1.075,1.061428571
MAR,9/28/2003,0.99625,1.051190476
MAR,9/29/2003,0.9325,1.035059524
MAR,9/30/2003,1.05,1.045238095
MAR,10/1/2003,1.02875,1.04125
MAR,10/2/2003,0.89625,1.012678571
MAR,10/3/2003,0.935833333,0.987797619
MAR,10/4/2003,0.919583333,0.965595238
MAR,10/5/2003,0.98625,0.964166667
MAR,10/6/2003,0.939166667,0.965119048
MAR,10/7/2003,0.777916667,0.92625
MAR,10/8/2003,0.762083333,0.888154762
MAR,10/9/2003,0.699166667,0.86
MAR,10/10/2003,0.824583333,0.844107143
MAR,10/11/2003,0.92625,0.845059524
MAR,10/12/2003,0.97875,0.843988095
MAR,10/13/2003,1.08,0.864107143
MAR,10/14/2003,0.88625,0.879583333
MAR,10/15/2003,0.87125,0.895178571
MAR,10/16/2003,1.093333333,0.951488095
MAR,10/17/2003,1.154583333,0.998630952
MAR,10/18/2003,1.094583333,1.022678571
MAR,10/19/2003,1.071666667,1.035952381
MAR,10/20/2003,1.174583333,1.049464286
MAR,10/21/2003,1.2425,1.100357143
MAR,10/22/2003,1.062083333,1.127619048
MAR,10/23/2003,1.040416667,1.120059524
MAR,10/24/2003,1.15625,1.120297619
MAR,10/25/2003,1.310416667,1.151130952
MAR,10/26/2003,1.338333333,1.18922619
MAR,10/27/2003,1.1025,1.178928571
MAR,10/28/2003,0.768333333,1.111190476
MAR,10/29/2003,0.455,1.024464286
MAR,10/30/2003,0.555,0.955119048
MAR,10/31/2003,0.685,0.887797619
MAR,11/1/2003,0.734583333,0.805535714
MAR,11/2/2003,0.6825,0.711845238
MAR,11/3/2003,0.553333333,0.633392857
MAR,11/4/2003,0.719583333,0.626428571
MAR,11/5/2003,0.933333333,0.694761905
MAR,11/6/2003,1.264166667,0.796071429
MAR,11/7/2003,1.215416667,0.871845238
MAR,11/8/2003,1.069166667,0.919642857
MAR,11/9/2003,0.757083333,0.930297619
MAR,11/10/2003,0.78625,0.963571429
MAR,11/11/2003,0.81625,0.977380952
MAR,11/12/2003,1.055,0.994761905
MAR,11/13/2003,0.889166667,0.941190476
MAR,11/14/2003,0.877916667,0.89297619
MAR,11/15/2003,0.7225,0.843452381
MAR,11/16/2003,0.519166667,0.809464286
MAR,11/17/2003,0.603333333,0.783333333
MAR,11/18/2003,0.929583333,0.79952381
MAR,11/19/2003,0.71875,0.751488095
MAR,11/20/2003,0.5925,0.709107143
MAR,11/21/2003,0.58375,0.667083333
MAR,11/22/2003,0.81,0.679583333
MAR,11/23/2003,1.207916667,0.77797619
MAR,11/24/2003,0.974166667,0.830952381
MAR,11/25/2003,0.980833333,0.83827381
MAR,11/26/2003,1.20375,0.907559524
MAR,11/27/2003,1.597916667,1.051190476
MAR,11/28/2003,1.105416667,1.125714286
MAR,11/29/2003,0.822916667,1.127559524
MAR,11/30/2003,0.902083333,1.083869048
MAR,12/1/2003,0.862083333,1.067857143
MAR,12/2/2003,0.944166667,1.062619048
MAR,12/3/2003,0.88375,1.016904762
MAR,12/4/2003,0.961304348,0.925960145
MAR,12/5/2003,0.784166667,0.880067288
MAR,12/6/2003,0.655,0.856079193
MAR,12/7/2003,0.565,0.807924431
MAR,12/8/2003,0.77625,0.795662526
MAR,12/9/2003,0.861666667,0.783876812
MAR,12/10/2003,0.594583333,0.742567288
MAR,12/11/2003,0.644166667,0.697261905
MAR,12/12/2003,0.660416667,0.679583333
MAR,12/13/2003,0.589583333,0.670238095
MAR,12/14/2003,0.420833333,0.649642857
MAR,12/15/2003,0.982916667,0.679166667
MAR,12/16/2003,1.16375,0.722321429
MAR,12/17/2003,1.30875,0.824345238
MAR,12/18/2003,1.277916667,0.914880952
MAR,12/19/2003,1.15,0.984821429
MAR,12/20/2003,1.050833333,1.050714286
MAR,12/21/2003,0.859166667,1.113333333
MAR,12/22/2003,1.089166667,1.128511905
MAR,12/23/2003,0.916666667,1.093214286
MAR,12/24/2003,0.73125,1.010714286
MAR,12/25/2003,0.659166667,0.922321429
MAR,12/26/2003,0.607916667,0.844880952
MAR,12/27/2003,1.06,0.846190476
MAR,12/28/2003,1.227916667,0.898869048
MAR,12/29/2003,1.04875,0.893095238
MAR,12/30/2003,1.409166667,0.963452381
MAR,12/31/2003,1.440416667,1.064761905
MAR,1/1/2004,1.247916667,1.148869048
MAR,1/2/2004,1.624166667,1.294047619
MAR,1/3/2004,1.799583333,1.399702381
MAR,1/4/2004,1.896666667,1.495238095
MAR,1/5/2004,2.165833333,1.654821429
MAR,1/6/2004,2.116666667,1.755892857
MAR,1/7/2004,1.96125,1.830297619
MAR,1/8/2004,2.1325,1.956666667
MAR,1/9/2004,2.127916667,2.028630952
MAR,1/10/2004,1.644166667,2.006428571
MAR,1/11/2004,0.973333333,1.87452381
MAR,1/12/2004,1.07125,1.718154762
MAR,1/13/2004,1.175416667,1.583690476
MAR,1/14/2004,1.075,1.457083333
MAR,1/15/2004,0.8675,1.276369048
MAR,1/16/2004,0.788333333,1.085
MAR,1/17/2004,0.9675,0.988333333
MAR,1/18/2004,1.006666667,0.993095238
MAR,1/19/2004,0.908333333,0.969821429
MAR,1/20/2004,0.879166667,0.9275
MAR,1/21/2004,1.07625,0.927678571
MAR,1/22/2004,1.377916667,1.000595238
MAR,1/23/2004,1.320833333,1.076666667
MAR,1/24/2004,1.004583333,1.081964286
MAR,1/25/2004,1.144166667,1.101607143
MAR,1/26/2004,1.28875,1.155952381
MAR,1/27/2004,0.82,1.1475
MAR,1/28/2004,0.654583333,1.087261905
MAR,1/29/2004,0.68375,0.988095238
MAR,1/30/2004,0.444583333,0.862916667
MAR,1/31/2004,0.579583333,0.802202381
MAR,2/1/2004,0.6,0.724464286
MAR,2/2/2004,0.644166667,0.632380952
MAR,2/3/2004,0.497916667,0.586369048
MAR,2/4/2004,0.565833333,0.573690476
MAR,2/5/2004,0.85875,0.598690476
MAR,2/6/2004,0.91875,0.666428571
MAR,2/7/2004,0.744166667,0.689940476
MAR,2/8/2004,0.826666667,0.722321429
MAR,2/9/2004,0.93625,0.764047619
MAR,2/10/2004,0.975833333,0.832321429
MAR,2/11/2004,1.04125,0.900238095
MAR,2/12/2004,1.01,0.921845238
MAR,2/13/2004,1.1925,0.960952381
MAR,2/14/2004,1.258333333,1.034404762
MAR,2/15/2004,1.157916667,1.08172619
MAR,2/16/2004,0.877916667,1.073392857
MAR,2/17/2004,0.804166667,1.048869048
MAR,2/18/2004,0.696666667,0.999642857
MAR,2/19/2004,0.749166667,0.962380952
MAR,2/20/2004,0.765416667,0.901369048
MAR,2/21/2004,0.605,0.808035714
MAR,2/22/2004,0.58875,0.72672619
MAR,2/23/2004,0.571666667,0.68297619
MAR,2/24/2004,0.540416667,0.645297619
MAR,2/25/2004,0.53625,0.622380952
MAR,2/26/2004,0.375,0.568928571
MAR,2/27/2004,0.532916667,0.535714286
MAR,2/28/2004,0.56125,0.529464286
MAR,2/29/2004,0.566666667,0.526309524
MAR,3/1/2004,0.563333333,0.525119048
MAR,3/2/2004,0.63375,0.538452381
MAR,3/3/2004,0.626666667,0.551369048
MAR,3/4/2004,0.43875,0.56047619
MAR,3/5/2004,0.559166667,0.56422619
MAR,3/6/2004,0.847916667,0.605178571
MAR,3/7/2004,1.237083333,0.700952381
MAR,3/8/2004,1.217083333,0.794345238
MAR,3/9/2004,0.991666667,0.84547619
MAR,3/10/2004,1.035833333,0.903928571
MAR,3/11/2004,0.962916667,0.978809524
MAR,3/12/2004,0.780833333,1.01047619
MAR,3/13/2004,0.874583333,1.014285714
MAR,3/14/2004,0.909166667,0.967440476
MAR,3/15/2004,0.965416667,0.931488095
MAR,3/16/2004,0.92,0.92125
MAR,3/17/2004,0.834166667,0.892440476
MAR,3/18/2004,0.718333333,0.8575
MAR,3/19/2004,0.9025,0.874880952
MAR,3/20/2004,1.229166667,0.925535714
MAR,3/21/2004,1.140833333,0.958630952
MAR,3/22/2004,0.9425,0.955357143
MAR,3/23/2004,0.873333333,0.948690476
MAR,3/24/2004,0.921666667,0.961190476
MAR,3/25/2004,0.875,0.983571429
MAR,3/26/2004,0.906666667,0.984166667
MAR,3/27/2004,1.03625,0.956607143
MAR,3/28/2004,1.3,0.979345238
MAR,3/29/2004,1.241666667,1.022083333
MAR,3/30/2004,1.035,1.045178571
MAR,3/31/2004,1.143478261,1.076865942
MAR,4/1/2004,1.339166667,1.143175466
MAR,4/2/2004,1.502083333,1.22823499
MAR,4/3/2004,1.51375,1.296449275
MAR,4/4/2004,1.586666667,1.337401656
MAR,4/5/2004,1.612083333,1.390318323
MAR,4/6/2004,1.697083333,1.484901656
MAR,4/7/2004,1.812916667,1.580535714
MAR,4/8/2004,1.834166667,1.65125
MAR,4/9/2004,1.980833333,1.719642857
MAR,4/10/2004,1.9925,1.788035714
MAR,4/11/2004,1.953333333,1.840416667
MAR,4/12/2004,1.962083333,1.890416667
MAR,4/13/2004,1.87375,1.915654762
MAR,4/14/2004,1.684166667,1.897261905
MAR,4/15/2004,1.503333333,1.85
MAR,4/16/2004,1.49,1.779880952
MAR,4/17/2004,1.352083333,1.688392857
MAR,4/18/2004,1.4275,1.61327381
MAR,4/19/2004,1.41375,1.534940476
MAR,4/20/2004,1.316666667,1.455357143
MAR,4/21/2004,1.242916667,1.392321429
MAR,4/22/2004,1.552083333,1.399285714
MAR,4/23/2004,1.6575,1.423214286
MAR,4/24/2004,1.660833333,1.467321429
MAR,4/25/2004,1.843333333,1.52672619
MAR,4/26/2004,1.976666667,1.607142857
MAR,4/27/2004,1.739583333,1.667559524
MAR,4/28/2004,1.521666667,1.707380952
MAR,4/29/2004,1.65125,1.721547619
MAR,4/30/2004,1.857916667,1.750178571
MAR,5/1/2004,2.004166667,1.79922619
MAR,5/2/2004,2.085416667,1.833809524
MAR,5/3/2004,2.129583333,1.855654762
MAR,5/4/2004,2.192916667,1.920416667
MAR,5/5/2004,2.3525,2.039107143
MAR,5/6/2004,2.60125,2.174821429
MAR,5/7/2004,2.65125,2.288154762
MAR,5/8/2004,2.570416667,2.369047619
MAR,5/9/2004,2.5025,2.428630952
MAR,5/10/2004,2.148333333,2.431309524
MAR,5/11/2004,2.234583333,2.437261905
MAR,5/12/2004,2.27625,2.426369048
MAR,5/13/2004,2.329583333,2.387559524
MAR,5/14/2004,2.259166667,2.331547619
MAR,5/15/2004,2.139583333,2.27
MAR,5/16/2004,2.225833333,2.23047619
MAR,5/17/2004,2.137083333,2.228869048
MAR,5/18/2004,2.464583333,2.26172619
MAR,5/19/2004,2.44875,2.286369048
MAR,5/20/2004,2.427083333,2.300297619
MAR,5/21/2004,2.359166667,2.314583333
MAR,5/22/2004,2.269166667,2.333095238
MAR,5/23/2004,2.383333333,2.355595238
MAR,5/24/2004,2.447083333,2.399880952
MAR,5/25/2004,2.34875,2.383333333
MAR,5/26/2004,2.26875,2.357619048
MAR,5/27/2004,2.421666667,2.356845238
MAR,5/28/2004,2.656666667,2.399345238
MAR,5/29/2004,2.684166667,2.458630952
MAR,5/30/2004,2.625833333,2.49327381
MAR,5/31/2004,2.57,2.510833333
MAR,6/1/2004,2.524583333,2.535952381
MAR,6/2/2004,2.561666667,2.577797619
MAR,6/3/2004,2.61,2.604702381
MAR,6/4/2004,2.744166667,2.617202381
MAR,6/5/2004,2.695833333,2.618869048
MAR,6/6/2004,2.594583333,2.614404762
MAR,6/7/2004,2.3925,2.589047619
MAR,6/8/2004,2.315833333,2.55922619
MAR,6/9/2004,2.264166667,2.51672619
MAR,6/10/2004,2.394583333,2.485952381
MAR,6/11/2004,2.44875,2.44375
MAR,6/12/2004,2.385,2.399345238
MAR,6/13/2004,2.382083333,2.368988095
MAR,6/14/2004,2.354583333,2.363571429
MAR,6/15/2004,2.335833333,2.366428571
MAR,6/16/2004,2.340833333,2.377380952
MAR,6/17/2004,2.315833333,2.366130952
MAR,6/18/2004,2.262083333,2.339464286
MAR,6/19/2004,2.3525,2.334821429
MAR,6/20/2004,2.24625,2.315416667
MAR,6/21/2004,2.222916667,2.296607143
MAR,6/22/2004,2.15375,2.270595238
MAR,6/23/2004,2.183333333,2.248095238
MAR,6/24/2004,2.235,2.236547619
MAR,6/25/2004,2.2,2.227678571
MAR,6/26/2004,2.175,2.202321429
MAR,6/27/2004,2.156666667,2.18952381
MAR,6/28/2004,2.110416667,2.173452381
MAR,6/29/2004,2.093333333,2.164821429
MAR,6/30/2004,2.102916667,2.153333333
MAR,7/1/2004,2.078333333,2.130952381
MAR,7/2/2004,2.05,2.10952381
MAR,7/3/2004,1.944166667,2.076547619
MAR,7/4/2004,1.885416667,2.037797619
MAR,7/5/2004,1.972916667,2.018154762
MAR,7/6/2004,1.930833333,1.994940476
MAR,7/7/2004,1.7275,1.941309524
MAR,7/8/2004,1.73125,1.89172619
MAR,7/9/2004,1.73125,1.846190476
MAR,7/10/2004,1.75625,1.819345238
MAR,7/11/2004,1.824583333,1.810654762
MAR,7/12/2004,1.802916667,1.786369048
MAR,7/13/2004,1.76125,1.762142857
MAR,7/14/2004,1.78625,1.770535714
MAR,7/15/2004,1.821666667,1.783452381
MAR,7/16/2004,1.8825,1.805059524
MAR,7/17/2004,1.848333333,1.818214286
MAR,7/18/2004,1.93,1.83327381
MAR,7/19/2004,1.8125,1.834642857
MAR,7/20/2004,1.769166667,1.83577381
MAR,7/21/2004,1.717916667,1.826011905
MAR,7/22/2004,1.66875,1.804166667
MAR,7/23/2004,1.66375,1.772916667
MAR,7/24/2004,1.70625,1.752619048
MAR,7/25/2004,1.729583333,1.723988095
MAR,7/26/2004,1.644166667,1.699940476
MAR,7/27/2004,1.44875,1.654166667
MAR,7/28/2004,1.1875,1.578392857
MAR,7/29/2004,1.145833333,1.503690476
MAR,7/30/2004,1.122083333,1.426309524
MAR,7/31/2004,1.11125,1.341309524
MAR,8/1/2004,1.100416667,1.251428571
MAR,8/2/2004,1.125416667,1.177321429
MAR,8/3/2004,1.161666667,1.136309524
MAR,8/4/2004,1.099166667,1.123690476
MAR,8/5/2004,1.045833333,1.109404762
MAR,8/6/2004,1.092083333,1.105119048
MAR,8/7/2004,1.200833333,1.117916667
MAR,8/8/2004,1.268333333,1.141904762
MAR,8/9/2004,1.246666667,1.15922619
MAR,8/10/2004,1.2275,1.168630952
MAR,8/11/2004,1.21875,1.185714286
MAR,8/12/2004,1.17875,1.204702381
MAR,8/13/2004,1.162916667,1.214821429
MAR,8/14/2004,1.155,1.20827381
MAR,8/15/2004,1.162916667,1.193214286
MAR,8/16/2004,1.180833333,1.183809524
MAR,8/17/2004,1.292916667,1.193154762
MAR,8/18/2004,1.245,1.196904762
MAR,8/19/2004,1.171666667,1.195892857
MAR,8/20/2004,1.14,1.192619048
MAR,8/21/2004,1.020833333,1.173452381
MAR,8/22/2004,0.834583333,1.126547619
MAR,8/23/2004,0.97875,1.097678571
MAR,8/24/2004,0.983333333,1.053452381
MAR,8/25/2004,1.017916667,1.021011905
MAR,8/26/2004,1.190833333,1.02375
MAR,8/27/2004,1.315416667,1.048809524
MAR,8/28/2004,1.23375,1.07922619
MAR,8/29/2004,1.183333333,1.129047619
MAR,8/30/2004,1.199166667,1.160535714
MAR,8/31/2004,1.192083333,1.190357143
MAR,9/1/2004,1.038333333,1.19327381
MAR,9/2/2004,0.948333333,1.158630952
MAR,9/3/2004,0.93375,1.104107143
MAR,9/4/2004,0.99125,1.069464286
MAR,9/5/2004,1.05625,1.051309524
MAR,9/6/2004,1.12125,1.040178571
MAR,9/7/2004,1.067083333,1.022321429
MAR,9/8/2004,1.017083333,1.019285714
MAR,9/9/2004,0.977083333,1.023392857
MAR,9/10/2004,1.017916667,1.035416667
MAR,9/11/2004,1.02,1.03952381
MAR,9/12/2004,0.984583333,1.029285714
MAR,9/13/2004,0.95875,1.006071429
MAR,9/14/2004,1.020833333,0.999464286
MAR,9/15/2004,1.004583333,0.997678571
MAR,9/16/2004,0.995,1.000238095
MAR,9/17/2004,0.811666667,0.97077381
MAR,9/18/2004,0.836666667,0.944583333
MAR,9/19/2004,0.800833333,0.918333333
MAR,9/20/2004,1.036666667,0.929464286
MAR,9/21/2004,1.24625,0.961666667
MAR,9/22/2004,1.161666667,0.984107143
MAR,9/23/2004,1.179166667,1.010416667
MAR,9/24/2004,1.215416667,1.068095238
MAR,9/25/2004,1.17,1.115714286
MAR,9/26/2004,1.1275,1.162380952
MAR,9/27/2004,1.140416667,1.177202381
MAR,9/28/2004,1.019583333,1.144821429
MAR,9/29/2004,0.9,1.107440476
MAR,9/30/2004,0.892083333,1.066428571
MAR,10/1/2004,1.0275,1.039583333
MAR,10/2/2004,1.141666667,1.035535714
MAR,10/3/2004,1.179166667,1.042916667
MAR,10/4/2004,1.122916667,1.040416667
MAR,10/5/2004,1.057916667,1.045892857
MAR,10/6/2004,1.027083333,1.064047619
MAR,10/7/2004,1.075,1.090178571
MAR,10/8/2004,1.01,1.087678571
MAR,10/9/2004,0.859166667,1.047321429
MAR,10/10/2004,1.0025,1.022083333
MAR,10/11/2004,1.108333333,1.02
MAR,10/12/2004,1.156666667,1.034107143
MAR,10/13/2004,1.223333333,1.062142857
MAR,10/14/2004,1.074166667,1.06202381
MAR,10/15/2004,0.8275,1.035952381
MAR,10/16/2004,0.606666667,0.999880952
MAR,10/17/2004,0.4525,0.921309524
MAR,10/18/2004,0.6175,0.851190476
MAR,10/19/2004,0.560416667,0.766011905
MAR,10/20/2004,0.587083333,0.675119048
MAR,10/21/2004,0.672083333,0.617678571
MAR,10/22/2004,0.71125,0.601071429
MAR,10/23/2004,0.68,0.611547619
MAR,10/24/2004,0.81125,0.662797619
MAR,10/25/2004,0.672083333,0.670595238
MAR,10/26/2004,0.600833333,0.676369048
MAR,10/27/2004,0.715833333,0.694761905
MAR,10/28/2004,0.71375,0.700714286
MAR,10/29/2004,0.957916667,0.735952381
MAR,10/30/2004,0.8725,0.763452381
MAR,10/31/2004,0.940416667,0.781904762
MAR,11/1/2004,1.268333333,0.867083333
MAR,11/2/2004,1.135416667,0.943452381
MAR,11/3/2004,1.0275,0.98797619
MAR,11/4/2004,1.146666667,1.049821429
MAR,11/5/2004,1.187083333,1.082559524
MAR,11/6/2004,1.11625,1.117380952
MAR,11/7/2004,1.132916667,1.144880952
MAR,11/8/2004,1.027916667,1.110535714
MAR,11/9/2004,0.952083333,1.084345238
MAR,11/10/2004,1.021666667,1.083511905
MAR,11/11/2004,0.95125,1.055595238
MAR,11/12/2004,0.96,1.023154762
MAR,11/13/2004,0.987916667,1.004821429
MAR,11/14/2004,1.106666667,1.001071429
MAR,11/15/2004,1.025,1.000654762
MAR,11/16/2004,1.011666667,1.009166667
MAR,11/17/2004,1.14,1.026071429
MAR,11/18/2004,1.019583333,1.035833333
MAR,11/19/2004,0.9925,1.04047619
MAR,11/20/2004,0.885,1.02577381
MAR,11/21/2004,1.037083333,1.015833333
MAR,11/22/2004,0.912916667,0.999821429
MAR,11/23/2004,0.851666667,0.976964286
MAR,11/24/2004,0.897916667,0.942380952
MAR,11/25/2004,0.72375,0.900119048
MAR,11/26/2004,0.800833333,0.872738095
MAR,11/27/2004,0.72,0.849166667
MAR,11/28/2004,0.8925,0.828511905
MAR,11/29/2004,1.15125,0.862559524
MAR,11/30/2004,1.408695652,0.942135093
MAR,12/1/2004,1.540416667,1.033920807
MAR,12/2/2004,1.691666667,1.172194617
MAR,12/3/2004,1.767083333,1.310230331
MAR,12/4/2004,1.318333333,1.395706522
MAR,12/5/2004,1.0875,1.423563665
MAR,12/6/2004,1.035,1.406956522
MAR,12/7/2004,1.523333333,1.423333333
MAR,12/8/2004,1.700416667,1.446190476
MAR,12/9/2004,1.968333333,1.485714286
MAR,12/10/2004,1.077083333,1.387142857
MAR,12/11/2004,0.9,1.327380952
MAR,12/12/2004,0.969166667,1.31047619
MAR,12/13/2004,1.049583333,1.312559524
MAR,12/14/2004,1.063333333,1.246845238
MAR,12/15/2004,1.179166667,1.172380952
MAR,12/16/2004,1.414583333,1.09327381
MAR,12/17/2004,1.595833333,1.167380952
MAR,12/18/2004,1.84875,1.302916667
MAR,12/19/2004,1.751666667,1.414702381
MAR,12/20/2004,1.509583333,1.480416667
MAR,12/21/2004,1.74875,1.578333333
MAR,12/22/2004,1.9125,1.683095238
MAR,12/23/2004,2.0675,1.776369048
MAR,12/24/2004,2.1125,1.850178571
MAR,12/25/2004,1.772083333,1.83922619
MAR,12/26/2004,1.552083333,1.810714286
MAR,12/27/2004,1.589583333,1.822142857
MAR,12/28/2004,1.462916667,1.781309524
MAR,12/29/2004,1.008333333,1.652142857
MAR,12/30/2004,0.902083333,1.485654762
MAR,12/31/2004,0.89125,1.311190476
MAR,1/1/2005,1.0075,1.201964286
MAR,1/2/2005,1.351666667,1.173333333
MAR,1/3/2005,1.471666667,1.156488095
MAR,1/4/2005,1.45625,1.155535714
MAR,1/5/2005,1.53125,1.230238095
MAR,1/6/2005,1.6675,1.339583333
MAR,1/7/2005,1.250833333,1.390952381
MAR,1/8/2005,1.25625,1.426488095
MAR,1/9/2005,1.660416667,1.470595238
MAR,1/10/2005,1.65125,1.49625
MAR,1/11/2005,1.306666667,1.474880952
MAR,1/12/2005,1.435416667,1.461190476
MAR,1/13/2005,1.73125,1.470297619
MAR,1/14/2005,1.666666667,1.529702381
MAR,1/15/2005,1.835416667,1.612440476
MAR,1/16/2005,2.139583333,1.680892857
MAR,1/17/2005,1.922142857,1.719591837
MAR,4/6/2005,0.833529412,1.6520008
MAR,4/7/2005,0.593333333,1.531703181
MAR,4/8/2005,0.4575,1.349738896
MAR,4/9/2005,0.6225,1.200572229
MAR,4/10/2005,0.822916667,1.055929372
MAR,4/11/2005,0.77,0.86027461
MAR,4/12/2005,0.649583333,0.678480392
MAR,4/13/2005,0.655833333,0.653095238
MAR,4/14/2005,0.985416667,0.709107143
MAR,4/15/2005,1.02125,0.789642857
MAR,4/16/2005,0.935416667,0.834345238
MAR,4/17/2005,0.856666667,0.839166667
MAR,4/18/2005,0.85875,0.851845238
MAR,4/19/2005,0.777083333,0.870059524
MAR,4/20/2005,0.7875,0.888869048
MAR,4/21/2005,1.11,0.906666667
MAR,4/22/2005,1.15125,0.925238095
MAR,4/23/2005,1.0675,0.944107143
MAR,4/24/2005,1.01875,0.967261905
